305#894,520,514
226#669,555,484
254#754,510,501
124#371,387,285
57#169,509,205
148#443,470,309
269#804,460,504
200#592,592,428
250#737,417,506
244#724,420,483
289#857,560,500
252#742,570,463
285#842,587,521
286#840,500,506
274#801,553,515
204#598,542,395
248#738,497,504
234#694,521,502
248#741,407,461
172#513,424,384
314#922,549,508
243#722,489,494
179#535,213,501
265#784,460,486
259#767,474,500
276#821,547,498
261#776,550,515
230#682,563,504
277#821,549,502
262#782,529,499
233#694,650,501
246#730,340,505
270#788,523,519
257#754,570,492
277#822,387,503
234#698,689,501
216#647,500,488
181#539,370,409
134#402,144,425
255#753,574,509
228#677,563,466
238#707,631,500
254#762,330,511
270#791,468,514
276#816,512,502
252#744,466,493
254#755,396,503
268#801,603,506
250#746,674,514
220#654,320,426
191#567,523,387
125#373,544,298
220#652,595,457
230#681,484,418
277#824,539,514
294#867,609,523
251#749,340,501
272#803,530,497
256#755,525,507
270#804,564,508
270#802,669,498
249#741,393,506
234#683,494,447
240#718,474,488
104#310,565,256
249#739,378,491
250#744,428,506
286#847,574,499
234#690,638,498
254#756,571,462
275#809,609,504
277#826,512,499
229#683,407,439
140#420,152,449
292#863,494,510
258#759,624,488
262#777,448,485
47#141,58,103
223#656,542,394
258#760,528,468
189#563,687,420
248#729,532,462
83#246,604,211
240#720,330,459
208#616,614,444
219#657,558,492
280#827,511,513
209#624,620,501
266#788,476,499
33#99,53,112
253#748,518,474
244#713,432,496
286#845,559,505
197#582,627,403
225#671,344,461
132#395,632,378
241#714,442,427
267#783,459,507
206#614,352,442
377#1128,388,376
