298#873,525,527
270#791,566,508
262#764,492,439
238#703,369,469
262#774,557,488
258#763,407,498
283#836,587,511
251#746,473,455
259#769,329,510
240#707,531,494
278#822,478,486
250#741,463,494
261#777,368,495
260#779,464,512
260#770,614,498
280#824,579,512
151#451,616,318
273#804,577,504
202#602,302,387
251#751,533,486
44#132,408,148
277#815,520,508
272#806,395,492
299#884,469,518
266#790,321,496
197#590,562,392
284#840,485,467
171#506,550,347
102#301,385,200
203#607,250,478
180#532,502,394
257#762,559,507
283#837,508,498
253#752,381,488
262#774,482,497
263#782,431,503
270#794,576,472
253#751,469,486
222#660,593,484
260#772,482,486
255#754,407,485
272#806,611,494
195#580,360,436
256#754,610,507
255#753,453,463
252#750,604,509
243#718,499,463
296#874,361,507
231#688,475,438
242#719,453,462
272#810,325,510
288#849,516,519
239#710,572,464
201#600,562,417
283#837,407,504
287#843,494,512
258#770,449,499
220#649,341,463
284#840,390,519
204#606,492,383
272#802,548,467
269#794,587,508
305#900,498,503
72#216,484,206
251#736,401,507
251#746,592,507
210#624,465,363
288#857,576,518
283#843,484,502
223#666,248,485
278#824,488,490
286#851,414,503
284#845,442,499
94#281,598,208
275#812,424,505
267#787,465,493
173#514,562,327
280#834,448,506
207#621,229,478
260#766,500,480
239#706,532,485
267#786,475,512
271#803,565,493
261#774,592,490
258#770,552,505
262#779,515,505
276#813,541,506
254#761,584,511
235#700,557,507
164#491,589,380
126#377,547,301
276#813,518,511
246#728,441,434
256#762,551,502
280#821,554,498
244#723,584,479
270#802,435,470
273#811,548,499
90#270,571,208
491#1473,491,491
