351#1027,508,538
209#614,582,513
261#772,598,480
257#764,391,482
261#771,401,481
246#728,568,477
275#811,497,499
253#746,394,504
247#728,517,489
294#875,579,504
176#526,207,391
277#817,532,496
249#743,553,502
253#746,428,494
283#842,484,496
184#548,501,339
283#840,451,519
219#651,583,420
230#684,307,459
248#740,421,475
268#791,583,494
257#750,507,462
226#672,332,434
238#711,353,449
280#828,478,487
283#841,384,501
282#833,549,502
303#891,524,517
281#836,591,496
282#824,450,494
282#834,459,503
271#809,590,512
260#770,427,491
254#754,317,511
213#633,241,430
284#838,533,493
67#201,621,246
291#848,504,482
231#689,536,407
259#767,475,465
234#700,531,473
289#858,444,511
220#648,532,456
244#724,387,498
244#727,456,476
193#575,545,369
236#704,270,513
310#917,547,522
288#847,608,529
244#728,567,452
228#675,442,465
297#883,529,519
282#832,529,501
263#778,466,475
276#819,624,506
44#132,49,145
299#885,519,491
297#865,534,525
288#849,513,503
205#601,489,346
247#733,513,499
181#541,478,353
268#794,542,508
223#668,426,427
89#265,482,221
268#790,436,502
265#783,432,479
230#686,504,482
264#781,555,504
264#778,545,483
299#891,502,507
253#749,504,491
275#813,574,516
297#887,430,501
308#896,499,511
276#813,492,510
182#536,518,316
235#696,654,510
254#751,365,501
169#502,613,337
266#792,388,499
248#739,360,494
221#657,404,427
282#829,542,512
277#812,579,505
279#819,506,501
288#851,465,508
275#816,381,535
256#758,506,503
252#742,498,423
68#203,532,138
282#838,570,508
6#18,436,24
291#859,512,513
270#801,558,495
258#756,479,467
297#884,474,513
248#733,479,461
275#821,400,514
516#1546,528,515
