352#1041,525,510
283#826,502,520
343#1014,551,516
273#811,452,431
245#728,638,427
301#888,414,503
284#845,320,512
207#617,515,380
317#935,465,493
318#937,492,503
275#819,564,442
315#934,413,502
316#945,427,490
157#470,161,364
260#772,503,431
287#859,324,484
337#1002,597,514
352#1043,488,509
305#897,552,510
325#971,386,520
181#534,499,323
314#929,521,506
312#923,505,465
333#983,509,511
229#683,290,407
315#938,402,508
146#438,146,333
316#936,381,506
341#1012,526,507
342#1008,520,519
323#958,452,512
314#925,586,492
297#884,409,501
341#1004,526,496
293#878,559,478
305#904,421,482
353#1050,494,505
168#498,299,342
273#805,432,423
346#1022,540,521
328#976,576,515
273#816,545,499
276#816,488,447
228#682,600,448
271#803,593,454
252#744,547,439
323#948,572,483
310#923,497,489
140#417,154,298
330#982,422,492
306#904,469,482
320#949,432,496
332#985,522,514
250#746,499,402
316#938,486,495
311#928,526,493
329#974,585,505
310#925,468,510
150#448,274,340
332#979,550,503
318#943,522,497
320#948,541,495
312#927,399,493
295#878,520,478
333#987,462,511
324#964,517,491
309#921,476,476
300#893,468,469
126#374,164,282
233#694,425,386
274#818,604,473
334#986,444,505
312#924,579,506
166#485,518,241
282#834,538,451
239#699,516,389
344#1018,591,513
351#1043,568,518
329#978,489,510
352#1044,450,528
330#982,549,509
336#1000,555,494
393#1169,502,495
249#741,587,415
318#950,458,505
276#824,603,435
316#937,520,505
269#807,275,500
317#937,449,509
290#855,575,472
312#921,460,486
307#912,392,506
290#864,521,490
301#891,584,492
303#906,513,509
321#946,507,492
305#911,611,513
130#388,137,284
254#761,265,507
518#1551,526,517
