405#1000,532,504
292#730,525,501
354#875,549,499
361#888,515,520
251#624,516,505
296#763,497,509
286#752,397,476
302#802,434,514
292#750,491,507
327#832,561,511
302#761,548,472
194#524,456,344
287#743,508,511
309#790,456,504
262#682,384,480
340#879,537,518
328#810,463,512
260#706,521,506
243#676,444,512
335#830,482,503
293#793,583,491
306#786,636,513
120#334,124,324
23#67,29,112
329#831,495,493
251#657,557,504
331#824,504,516
303#766,516,472
371#898,493,522
263#686,399,488
268#709,590,472
33#96,33,114
230#602,528,388
365#882,538,517
321#800,516,485
310#805,544,506
323#804,509,512
318#808,537,507
230#594,522,417
301#773,580,522
144#420,143,400
210#596,563,499
328#844,427,507
286#746,648,491
356#895,524,495
331#820,474,506
336#837,511,503
306#786,400,509
322#838,369,499
340#856,435,497
276#723,538,472
267#705,416,505
309#786,480,493
204#573,217,502
320#806,520,483
331#864,491,518
321#820,427,521
350#868,513,508
314#777,511,472
295#780,554,506
335#847,611,516
312#795,566,509
227#650,618,506
276#714,591,455
318#806,503,500
201#518,528,391
289#752,502,503
50#137,475,103
328#825,532,506
270#703,515,487
302#758,486,507
186#528,548,436
333#866,591,521
326#828,494,500
205#548,480,386
323#841,421,513
344#842,494,498
209#608,499,510
246#650,498,412
51#139,53,131
346#880,517,511
338#920,368,511
112#327,412,249
318#824,525,518
228#638,376,501
309#802,485,501
298#778,464,503
263#716,432,500
360#899,558,520
344#849,525,505
338#868,448,512
293#766,522,504
288#735,469,467
306#775,545,509
323#858,453,512
121#344,573,363
366#914,494,523
291#759,485,491
340#891,541,527
504#1424,504,503
