466#1274,500,536
425#1060,517,516
439#1125,512,506
426#1079,515,508
423#1110,527,511
434#1131,511,516
476#1236,533,532
415#1076,525,514
424#1109,485,521
397#1044,529,507
396#1037,515,520
400#1071,475,514
418#1120,516,519
434#1126,530,506
404#1086,519,506
365#979,541,513
429#1152,504,515
428#1125,527,511
407#1087,503,516
421#1115,528,503
434#1138,524,521
313#811,526,386
345#931,504,467
381#999,524,455
389#1039,561,513
445#1170,504,513
442#1172,522,505
436#1152,529,511
462#1226,526,528
216#615,546,354
465#1262,518,505
430#1151,534,510
445#1168,525,513
444#1167,545,504
411#1104,527,504
376#1010,553,461
411#1102,520,502
399#1077,514,512
404#1085,499,508
425#1153,520,507
210#609,566,327
442#1214,477,506
455#1220,514,508
397#1092,454,499
411#1087,492,495
481#1260,512,533
396#1058,542,507
436#1173,525,505
325#913,359,500
360#996,543,509
407#1098,485,499
335#929,505,452
457#1218,527,521
404#1063,502,470
347#946,565,490
376#1009,536,491
416#1106,524,507
417#1118,491,511
444#1179,462,519
458#1243,512,508
415#1151,517,481
312#918,313,502
425#1109,527,506
301#825,311,457
339#881,515,396
364#1002,410,505
423#1117,525,510
407#1060,497,521
393#1052,455,508
408#1094,525,501
364#992,577,502
339#918,579,460
442#1175,504,511
332#946,339,502
378#1045,541,515
356#993,424,498
395#1058,454,507
397#1055,497,504
349#980,367,514
402#1082,529,513
362#1016,407,509
404#1093,477,523
397#1090,514,508
352#1006,482,515
190#523,555,282
304#818,559,409
436#1145,507,509
436#1141,492,528
431#1137,533,515
440#1151,489,522
372#1057,463,504
426#1162,513,512
455#1195,519,530
428#1131,495,513
416#1090,493,475
421#1128,483,512
408#1085,459,511
382#1037,444,508
436#1157,494,526
523#1520,522,522
