92.0,43,88
147.0,159,69
85.0,81,73
130.0,143,99
119.0,100,84
97.0,87,62
82.0,108,104
227.0,223,94
123.0,96,100
162.0,162,109
153.0,143,98
100.0,24,100
152.0,148,99
140.0,127,107
85.0,67,93
115.0,38,114
131.0,134,54
80.0,38,78
109.0,96,91
89.0,44,84
67.0,60,66
134.0,141,47
133.0,96,107
154.0,151,84
159.0,156,102
135.0,160,106
189.0,178,101
146.0,135,98
145.0,145,31
107.0,35,106
104.0,99,67
95.0,46,96
90.0,35,89
202.0,200,83
201.0,218,96
106.0,98,111
120.0,126,33
89.0,102,111
148.0,149,76
187.0,172,98
157.0,154,79
112.0,110,34
139.0,141,79
65.0,50,65
108.0,92,84
97.0,63,87
84.0,87,103
99.0,74,79
183.0,173,92
133.0,108,102
182.0,196,100
147.0,181,94
164.0,179,78
85.0,55,91
131.0,123,80
171.0,152,113
85.0,30,90
138.0,114,101
126.0,94,99
97.0,27,96
90.0,85,59
127.0,105,100
158.0,142,106
183.0,184,94
191.0,180,100
105.0,40,102
137.0,139,36
164.0,155,80
158.0,167,45
151.0,139,102
144.0,151,109
127.0,95,107
115.0,105,108
76.0,80,88
83.0,47,80
117.0,66,109
100.0,50,94
104.0,49,102
85.0,47,81
108.0,94,82
165.0,166,76
146.0,157,38
133.0,118,88
125.0,96,101
142.0,144,95
118.0,104,87
101.0,62,102
74.0,45,82
109.0,33,108
131.0,114,109
144.0,135,97
77.0,78,40
65.0,32,69
134.0,107,104
155.0,134,102
200.0,194,83
151.0,138,108
119.0,87,104
178.0,185,73
100.0,123,20
