363#904,518,501
364#905,507,501
389#970,525,507
412#1029,514,541
395#988,510,519
324#911,331,519
236#650,322,425
341#912,520,508
438#1110,524,534
386#985,476,501
333#878,501,512
363#964,519,505
393#991,462,502
309#862,321,502
358#929,477,509
338#864,518,507
269#760,456,501
387#989,535,509
356#936,462,517
324#883,568,493
324#857,445,491
371#943,534,499
384#996,498,515
340#879,503,497
386#1026,526,515
337#908,568,501
365#989,521,516
395#1008,537,532
317#841,526,496
363#941,562,508
376#940,491,486
323#887,430,503
416#1038,556,536
357#922,541,514
329#894,424,492
333#868,526,504
315#883,442,516
255#712,292,486
376#979,490,510
309#762,528,403
353#933,500,513
409#1042,545,520
272#713,468,401
401#1016,521,524
278#720,522,436
320#850,353,506
295#780,541,420
352#968,372,543
340#866,526,503
346#899,502,482
333#863,544,503
238#671,480,424
292#807,452,401
301#815,610,502
390#990,484,505
343#905,567,510
142#422,143,288
375#988,561,502
378#953,535,503
321#855,574,511
352#899,524,477
357#972,419,504
351#879,568,471
337#874,567,504
376#959,512,519
318#817,574,509
360#910,495,508
375#959,523,512
389#981,525,503
362#925,509,498
362#982,419,507
341#901,570,521
322#792,519,409
353#891,464,503
346#898,559,506
373#968,494,512
350#906,587,505
377#976,488,514
339#899,480,514
354#911,460,515
435#1101,570,538
315#862,366,500
268#723,541,405
367#954,529,523
262#723,411,438
280#774,318,512
379#991,483,516
361#957,496,502
380#990,529,509
371#956,541,514
315#839,579,512
360#942,535,510
249#667,476,432
373#945,555,501
297#792,575,453
370#937,469,502
405#1046,511,527
360#989,424,496
347#908,553,512
451#1290,468,450
