288#742,350,519
288#696,518,489
245#609,555,510
261#639,480,524
244#604,501,500
242#605,561,500
200#506,453,499
156#421,570,478
175#483,455,496
251#636,509,490
235#597,622,501
267#655,472,508
170#472,470,478
229#597,537,505
215#596,374,472
257#648,497,507
185#492,364,437
101#299,635,290
209#571,397,462
299#727,438,516
187#503,668,504
140#380,619,389
283#723,580,514
312#769,485,502
276#710,569,504
224#621,542,501
229#604,484,512
249#630,523,514
223#588,456,472
257#645,450,509
245#627,549,471
270#671,538,503
217#586,545,510
233#582,411,452
156#401,428,431
144#404,464,390
282#720,413,506
284#712,524,508
258#680,564,515
240#605,572,498
88#256,613,313
84#241,357,278
167#459,601,467
170#463,271,337
269#690,505,510
251#651,472,504
286#740,500,504
260#676,578,501
228#593,476,505
245#621,650,488
239#619,454,494
175#466,342,354
220#584,479,499
229#603,546,508
279#707,529,519
147#389,548,412
262#681,506,506
201#525,552,459
246#646,513,514
223#622,297,486
278#732,472,521
249#643,626,498
316#799,496,516
212#549,572,476
50#143,52,170
260#660,629,506
255#675,346,507
318#783,546,501
281#730,503,503
206#561,267,512
213#559,376,494
286#724,586,510
223#575,368,456
124#358,659,384
241#640,312,512
193#550,242,480
234#627,716,489
205#592,681,500
109#324,428,318
166#486,199,504
250#669,451,506
234#602,508,444
218#582,308,511
73#217,118,234
230#589,562,462
240#634,707,492
266#678,501,497
123#334,652,305
201#556,671,496
173#460,227,381
90#247,675,271
214#559,693,498
215#567,546,510
219#586,486,513
204#513,595,412
174#508,449,411
265#700,492,488
284#772,504,515
221#578,514,497
405#1195,440,488
