390#953,535,513
365#876,512,492
367#898,505,517
334#843,551,516
343#875,464,524
353#883,500,509
370#931,513,515
331#849,466,492
351#906,552,517
258#709,485,494
351#911,514,501
230#635,242,479
408#1016,535,520
293#781,460,510
244#677,443,456
311#780,495,460
362#901,483,508
246#694,669,502
352#879,530,503
241#676,266,500
407#983,544,516
393#967,513,526
328#886,512,504
297#779,554,501
323#864,487,495
304#810,551,510
339#922,403,509
123#315,525,210
319#813,513,505
404#1003,515,533
353#919,517,502
276#734,315,501
365#940,435,512
349#869,566,493
401#1021,470,528
350#869,532,514
173#432,521,318
366#898,523,514
343#866,485,511
318#857,425,510
362#905,455,507
230#650,608,500
348#890,400,524
323#834,488,511
193#534,571,371
349#857,548,455
245#692,631,494
351#894,575,500
351#920,396,499
332#861,495,520
361#881,460,512
291#769,391,503
339#892,472,504
315#825,382,462
324#836,548,503
375#958,503,524
282#778,628,509
222#576,329,420
82#222,578,174
250#717,331,421
353#875,496,505
386#953,510,506
377#946,580,507
333#838,550,473
332#827,466,510
213#556,301,374
216#614,227,498
366#912,494,514
341#884,496,499
330#858,498,517
284#751,560,506
189#513,541,403
333#873,386,498
379#994,520,509
269#718,560,506
342#854,477,498
347#873,524,504
357#892,487,515
394#988,519,526
317#854,596,508
93#272,571,250
312#786,583,455
349#889,549,492
366#927,499,521
349#878,537,502
254#681,547,506
324#852,500,504
335#870,488,510
306#800,462,501
285#798,638,500
398#971,543,511
329#845,477,512
375#930,559,522
376#977,460,511
375#945,517,507
369#897,532,508
369#916,495,512
392#968,532,528
347#875,530,520
506#1471,506,505
