267#694,370,532
277#673,602,512
242#611,607,509
294#738,449,502
288#713,637,498
306#775,517,505
152#388,498,492
129#324,460,467
118#325,447,504
281#786,414,485
126#362,132,308
327#866,503,510
290#760,520,502
241#648,688,416
182#484,538,283
25#66,635,506
71#187,413,480
86#226,214,506
356#939,537,504
390#1009,523,527
401#1031,556,510
313#819,473,504
156#430,358,461
154#450,191,445
182#455,716,512
148#368,881,508
90#242,662,495
356#939,586,500
382#1039,515,506
364#976,495,504
274#724,589,499
120#327,490,499
183#528,199,365
38#92,267,520
28#82,157,282
29#71,230,515
370#983,562,515
269#740,351,505
391#1058,480,518
192#556,693,504
201#498,321,525
157#423,559,343
79#200,544,507
40#100,464,364
91#232,514,451
340#863,603,515
274#758,629,507
347#888,608,505
260#715,567,507
172#479,589,418
314#799,425,507
57#164,400,357
150#380,333,506
21#51,457,448
210#600,694,478
315#806,451,509
277#725,472,503
200#583,245,475
190#489,736,501
309#793,444,499
119#341,354,489
278#692,463,504
208#523,688,512
303#786,581,504
236#624,386,504
296#761,502,509
171#496,573,473
198#525,217,431
264#657,564,505
183#510,571,476
286#749,535,506
278#710,563,501
150#426,593,368
209#557,650,516
226#602,288,506
215#641,250,454
226#624,461,501
263#684,431,500
185#477,325,410
269#697,357,502
279#732,519,512
242#603,513,503
238#628,602,501
268#699,394,504
184#522,211,489
31#86,75,155
273#709,452,504
268#673,547,508
306#772,484,514
285#746,636,511
91#253,542,312
280#697,500,454
181#474,536,445
295#749,509,508
239#639,624,505
199#500,501,417
306#762,539,505
273#707,453,502
326#806,570,510
430#1182,488,496
